priority,kind,page,line,target,alt,nav_rank,status,reason,capture_instruction,lead_in_to_delete
P3,image,product_catalog/work_with_catalogs.md,55,img/catalogs_product_list.png,List of products in a catalog,44,removed,"Fails the necessity test: L53 already states everything the image shows (""You can view all products in a catalog in its Products tab""), and the Products tab of a catalog is not a non-obvious location.",,
P3,image,product_catalog/work_with_product_categories.md,10,img/product_categories.png,Product category tree,45,done,"Passes necessity because L7-8 say the Categories screen ""is where you manually create a hierarchy of categories and manage category entries"" without conveying its tree-plus-detail two-pane layout, but staging's taxonomy has only the root entry, so it needs a product category taxonomy with a parent and several child entries seeded. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000) after seeding Computers (Laptops, Desktops, Tablets) and Accessories.",After seeding categories: Product catalog > Categories. Crop to the Categories screen content area showing the category tree with at least one expanded parent and several children on the left and the selected category's detail pane on the right. Exclude the left icon rail and the browser chrome.,
P3,image,product_catalog/work_with_product_categories.md,97,img/product_category_selection.png,Adding product categories,45,done,"Passes necessity because steps 4-6 describe a ""Select product categories"" button opening a pop-up of checkboxes, a nested interaction the prose cannot show, but staging has ZERO products, no product types and only the root taxonomy entry, so it needs a product type carrying a Taxonomy Entry Assignment field, 1 product and several product categories. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); category pop-up over the product editing screen with Laptops ticked.","After seeding: Product catalog > Products > Edit a product > Product category area > Select product categories. Crop to the category selection pop-up with several category checkboxes and at least one ticked, keeping the product editing modal visible behind it so the parent window is identifiable. Exclude the left menu.",
P3,image,product_catalog/work_with_product_categories.md,103,img/taxonomy_suggestions_products.png,Product categories suggested by the AI Assistant,45,blocked,"Blocked on configuration: no 'Suggest taxonomy' AI action is configured, and the local non-SaaS 6.0 instance has only a placeholder OPENAI_API_KEY, so the AI Assistant cannot return suggestions. The AI Suggest category control does not render on the product editing screen.","After seeding categories, a product and a taxonomy-suggestion AI action: Product catalog > Products > Edit the product > Product category area > click AI Suggest category and wait for results. Crop to the suggestions panel showing the AI Suggest category control and the returned suggested categories with their selection controls. Exclude the left menu.",
P3,image,product_catalog/work_with_product_categories.md,117,img/product_categories_product_list.png,Related products list,45,done,"Passes necessity because steps 3-4 refer to Assign and Unassign buttons whose position above the product list (not in a toolbar) the prose never states, but staging has ZERO products and only the root taxonomy entry, so it needs a product category with >=3 products assigned to it. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); one product row ticked so Unassign is active.","After seeding: Product catalog > Categories > select a category > Products tab. Tick one product row so Unassign becomes active. Crop to the category view showing the tab strip, the Assign and Unassign controls above the list, and at least three assigned product rows with their thumbnails and availability/stock columns. Exclude the left menu.",
P3,image,product_catalog/work_with_product_page_urls.md,16,url_attributes.png,URL attributes,46,removed,"Fails the necessity test: L12 already spells out the pattern syntax ""<attribute:id>-<attribute:id>-(...)"", so an 81px-tall picture of one filled URL alias name pattern field adds nothing that a code fence in the prose would not carry better.",,
P3,image,product_catalog/work_with_product_page_urls.md,20,url_alias_name_pattern.png,URL alias name pattern,46,removed,"Fails the necessity test: L18 already states the result (""Now, you can see new URL alias name pattern in the product type's view""), making this a decorative confirmation shot.",,
P3,image,product_catalog/work_with_product_page_urls.md,62,url_tab.png,URL tab,46,done,"Passes necessity because step 3 says the URL tab holds ""both custom URL aliases and system URL"" and only the image shows that these are two separate sections plus where the Add new button sits, but staging has ZERO products so it needs 1 product type and 1 published product with at least one custom alias. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000) after adding a custom URL alias to the seeded product.","After seeding: Product catalog > Products > open a product > URL tab. Crop to the URL tab panel showing both the custom URL aliases section (with >=1 alias row) and the system URL section, plus the Add new button. Exclude the left menu and browser chrome.",
P3,image,product_catalog/work_with_product_page_urls.md,68,create_custom_url.png,Creating a custom URL,46,done,"Passes necessity because step 5 says only to ""set up all necessary settings"" without naming them, so the image is the sole record of which fields the dialog contains, but staging has ZERO products so it needs 1 product type and 1 product to open the URL tab against. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); Create a new URL alias modal with the URL field filled and every option visible.","After seeding: Product catalog > Products > open a product > URL tab > Add new. Crop to the custom URL creation form only, with the URL field filled with a realistic alias and every accompanying setting (language, redirect/alias options, checkboxes) visible, and the Create button included. Keep the URL tab visible behind it. Exclude the left menu.",
P3,image,product_catalog/work_with_product_page_urls.md,74,custom_url.png,Custom URL,46,removed,"Fails the necessity test: L72 already states the result (""in the URL tab in the product's view, you can see new custom URL for the product""), so this repeats the url_tab.png shot as a confirmation screenshot.",,
P4,image,content_management/publish_instantly.md,15,img/publishing_options.png,Publishing options,47,done,"The prose says only that ""All these options are available in the menu when you're in the edit mode"" without saying where that menu is, so the shot is needed to locate the Publish/Save/Delete draft/Send to review controls.","Content > Content structure > pick any published content item > Edit; with the editor open, crop to the full top action bar on the right-hand side of the editor so all menu entries (Publish, Save, Save and close, Delete draft, Send to review, Publish later) are visible, including the expanded overflow menu; exclude the content fields below; 2px #d4d4d4 border, PNG.",
P4,image,content_management/schedule_publishing.md,21,img/schedule_tab.png,Schedule tab,48,done,"Text says the Scheduler tab exists ""in the configuration of all Page blocks"" but never shows where that tab sits among the other block-configuration tabs, so the location is non-obvious.","Content > Content structure > open a Page content item > Page Builder > add or edit any block (for example Rich Text) > in the block configuration side panel click the Scheduler tab; fill in a reveal date and a hide date with realistic values; crop to the block configuration panel including its tab strip so Scheduler is visibly selected; 2px #d4d4d4 border, PNG.",
P4,image,content_management/schedule_publishing.md,33,img/content_scheduler.png,Content Scheduler,48,done,"The airtime column and the per-item date/time picker of the Content Scheduler block are a layout the prose only alludes to (""For each content item you can choose an airtime""), so the shot shows a spatial relationship words do not convey. RETAKE NOTE: the queue list scrolls inside the panel, so the fourth queued item sits below the fold.","Content > Content structure > open a Page > Page Builder > add the Content Scheduler block > open its configuration; add 3-4 content items and set a future airtime on each so the list is not empty; crop to the Content Scheduler configuration panel showing the item list, airtime pickers and the item limit field; 2px #d4d4d4 border, PNG.",
P4,image,content_management/schedule_publishing.md,39,img/publish_later.png,Publish Later button in the menu,48,removed,"The sentence immediately above it already states exactly this (""select Publish later in the menu on the right""), and the same editor menu is already shown in publish_instantly.md, so the crop adds nothing.",,
P4,image,content_management/schedule_publishing.md,47,img/discard_publish_date.png,Discard publish later button in the menu,48,icon-exempt,"A 171x52 crop of a single isolated menu control (the Discard publish later entry) rendered mid-sentence, i.e. a UI glyph rather than a product screenshot, so rebranding did not change it.",,
P4,arcade,content_management/schedule_publishing.md,49,pXVyhWY2v5qD5Q6oS2W6,Publish in the future,48,removed,All 29 Arcade embeds are being removed; the embed sits between two independent paragraphs with no sentence introducing it.,,
P4,image,content_management/schedule_publishing.md,60,content_organization/img/schedule_hiding.png,Hide content item modal window,48,done,"The prose only says to ""click Hide in the menu"" and never describes the date/time scheduling control inside the resulting modal, which is the whole subject of the Date-based hiding section.","Content > Content structure > select a published content item > click Hide in the right-hand menu; in the Hide modal set a future hide date and time; crop to the modal window but keep the parent content item screen visible behind it; 2px #d4d4d4 border, PNG.",
P4,image,content_management/schedule_publishing.md,72,img/timeline_list.png,List of upcoming events in the timeline,48,done,"Text refers to ""the button on the right of the time"" on the page-mode timeline, a control whose position is impossible to find from words alone.","Content > Content structure > open a Page content item in page mode (Page Builder preview); first schedule at least two blocks with future reveal dates so the timeline has entries; click the list button at the right end of the timeline; crop to the timeline strip plus the opened list of upcoming changes, excluding the page content below; 2px #d4d4d4 border, PNG.",
P4,image,content_management/schedule_publishing.md,82,img/calendar_widget.png,Calendar widget,48,done,"The whole Calendar widget section (views, filters, toolbar) is written against this layout, and the prose only says the widget is reached from the Content Panel Calendar tab without describing the view.","Content Panel > Calendar tab; before shooting, schedule at least 5-6 future publications and 2 Page-block reveal events spread over the current month so the month view is populated; use month view; crop to the whole calendar widget including the view switcher, Today button, arrows and Filters button; 2px #d4d4d4 border, PNG.",
P4,image,content_management/schedule_publishing.md,96,img/calendar_widget_today.png,Today button,48,icon-exempt,"A 71x48 single-button crop rendered inside a table cell of the button-reference table, so it is a UI glyph, not a product screenshot.",,
P4,image,content_management/schedule_publishing.md,97,img/calendar_widget_arrows.png,Arrows,48,icon-exempt,"A 104x48 crop of the two navigation arrows in a table cell of the button-reference table, so it is a UI glyph, not a product screenshot.",,
P4,image,content_management/schedule_publishing.md,98,img/calendar_widget_toggler_mwd.png,Toggle month/week/day,48,icon-exempt,"A 250x48 crop of the month/week/day toggle in a table cell of the button-reference table, so it is an isolated control rather than a product screenshot.",,
P4,image,content_management/schedule_publishing.md,99,img/calendar_widget_toggler_cal_list.png,Toggle calendar/list,48,icon-exempt,"A 132x34 crop of the calendar/list toggle in a table cell of the button-reference table, so it is an isolated control rather than a product screenshot.",,
P4,image,content_management/schedule_publishing.md,108,img/calendar_widget_apply_filters.png,Viewing filters,48,done,"The filters panel is the subject of the Calendar filters section and the prose never enumerates the Types values, so per the guidelines the drop-down must be shown with all its options.","Content Panel > Calendar tab > click Filters; crop to the opened Filters panel with the Types and Modified language lists fully expanded and a couple of entries selected; keep enough of the calendar behind it to show the panel is docked on the right; 2px #d4d4d4 border, PNG.",
P4,image,content_management/schedule_publishing.md,126,img/selection_action_bar.png,Calendar widget toolbar,48,done,"Text says the actions ""appear in the upper-right corner of the toolbar when you select an event"", a visual state that only a screenshot of the selected state can convey.","Content Panel > Calendar tab; click two or three scheduled publication events of the same type so they are added to the toolbar; crop to the toolbar showing the selected event list and the action buttons in its upper-right corner; exclude the rest of the calendar grid; 2px #d4d4d4 border, PNG.",
P4,image,content_management/schedule_publishing.md,135,img/selection_action_bar_reschedule.png,Reschedule button,48,icon-exempt,"A 42x42 single-icon crop inside a table cell of the button-reference table, so it is a glyph rather than a product screenshot.",,
P4,image,content_management/schedule_publishing.md,136,img/selection_action_bar_discard.png,Discard button,48,icon-exempt,"A 42x42 single-icon crop inside a table cell of the button-reference table, so it is a glyph rather than a product screenshot.",,
P4,image,content_management/schedule_publishing.md,151,img/reschedule_cancel_dashboard.png,Reschedule or cancel with the dashboard,48,removed,"The four-step numbered procedure directly above already names every element, including ""the buttons in the upper-right corner"", so the shot only re-shows what the steps state on a page that is already carrying 16 images.",,
P4,image,image_management/upload_images.md,41,img/alt_text_use_ai.png,Generate alternative text,49,done,"The Use AI and Go to AI actions buttons only appear next to the Alternative text field when AI Actions are configured, and their placement inside the image edit form is not described in the note; the creation form is reachable even with an empty Media/Images folder, and 8 AI Actions are configured in this environment. RETAKE NOTE: this version shows a single sparkle button next to the Alternative text field, not separate ""Use AI"" and ""Go to AI actions"" buttons. Clicking it opens an AI Assistant panel that fails with ""Incorrect API key provided: sk-123456"", so the generated-text state cannot be shown.","Content > Media > Images > Create content > Image > Create; fill in Title, upload a local sample image from disk (the folder itself may be empty), then crop to the Alternative text field area showing the filled-in alt text plus the Use AI and Go to AI actions buttons; exclude the Tags and Publish areas; 2px #d4d4d4 border, PNG. The same file is reused on image_management/edit_images.md line 38, so one capture fixes both.",
P4,arcade,image_management/upload_images.md,53,LpqBrmNLohIUwtMIl02M,Add and edit image,49,removed,"All 29 Arcade embeds are being removed; the embed follows step 7 and a note about file size, with no sentence introducing the video.",,
P4,image,image_management/browse_images.md,19,img/image_library.png,Grid view of image library,50,done,"The grid/list distinction and the left Folders panel plus right filter panel referenced throughout the page can only be shown visually, but Media/Images contains zero image assets in this environment, so needs at least 12-15 images uploaded across 2-3 sub-folders with tags assigned before anything but an empty library can be shot. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); grid view of Media > Images with the four generated product images.","Seed >=12 image assets in Content > Media > Images across 2-3 sub-folders, with tags on some of them. Then open any content item for editing and select an existing image (or insert an image into a Rich Text field) to open the image library; click View and choose Grid view; crop to the whole image library modal including the Folders panel on the left, the Search field, the View and Date controls and the filter panel on the right; 2px #d4d4d4 border, PNG.",
P4,image,image_management/edit_images.md,38,img/alt_text_use_ai.png,Generate alternative text,51,blocked,"The note documents the Use AI button in the edit form of an existing image asset, but Media/Images has zero image assets so no asset can be opened with Edit; needs at least 1 image asset seeded (or reuse the identical capture taken from the creation form on upload_images.md line 41).","Seed >=1 image asset in Content > Media > Images. Then Content > Media > Images > select the image asset > Edit; crop to the Alternative text field area showing a filled-in alternative text plus the Use AI and Go to AI actions buttons; exclude the rest of the edit form; 2px #d4d4d4 border, PNG.",
P4,image,image_management/edit_images.md,53,image_editor_icon.png,Image Editor icon,51,blocked,"The sentence ""Image Editor is available whenever you see the Edit icon on the preview"" depends on showing where that icon sits on the image preview, which cannot be captured because Media/Images holds zero image assets; needs at least 1 image asset seeded.","Seed >=1 image asset in Content > Media > Images. Then open that image asset > Edit; hover the image preview so the Edit icon overlay appears; crop to the image preview thumbnail with the Edit icon clearly visible in its corner; exclude the surrounding form fields; 2px #d4d4d4 border, PNG. Needs human annotation if the icon has to be highlighted, since Snagit is unavailable - alternatively rely on the crop alone.",
P4,image,image_management/edit_images.md,97,image_editor_undo.png,Image Editor: Undo,51,removed,"The two sentences above it fully state the behaviour (""Click the left or right arrow button to undo or redo the most recent change. Click Reset image...""), so the crop only re-shows named, labelled controls.",,
P4,image,search/search_for_content.md,9,img/basic_search.png,Basic Search,52,done,"The results page layout, in particular the left Filters menu that the following paragraphs refer to (""at the top of the left Filters menu""), is only understandable from a screenshot; search works in this environment. RETAKE NOTE: the Filters menu is on the RIGHT in this version; search_for_content.md L11 still says ""at the top of the left Filters menu"" and needs updating.","Seed a handful of extra content items first so results are realistic (only 5 content items exist). Then from any back-office screen click the top search box, type a keyword that matches several items and press Enter; crop to the whole search results page including the search box, the left Filters menu and the result list with the sorting drop-down in the top right; 2px #d4d4d4 border, PNG.",
P4,image,search/search_for_content.md,18,img/suggestion.png,Suggestion drop-down,52,done,"The suggestion drop-down is a transient visual state (suggestions appearing while typing, plus the View all results entry) that the prose describes but cannot show.","From any back-office screen press Cmd+/ (or click the search box) and type a partial keyword that matches several content items; without pressing Enter, crop to the search box with the suggestion drop-down open, making sure several suggestions and the View all results entry are visible; 2px #d4d4d4 border, PNG.",
P4,image,search/search_for_content.md,27,img/sorting_menu.png,Sorting menu,52,removed,"The sentence above already names both the location (""a drop-down menu in the top right corner"") and every option (""by name, publication date, or modification date""), so the drop-down shot adds nothing.",,
P4,image,search/search_for_content.md,32,img/spell_checking.png,Spell checking,52,done,"The ""did you mean"" suggestion is a visual state on the results page that words describe only abstractly; search is functional here, although content must be seeded so a misspelling actually yields a suggestion.","Seed enough content items that a term is indexed, then search for a deliberate misspelling of that term (for example ""fodler"" for ""folder""); crop to the top of the results page showing the search box with the misspelled query and the suggested corrected term beneath it, excluding the lower half of the result list; 2px #d4d4d4 border, PNG.",
P4,arcade,search/search_for_content.md,53,WuOs9pESmyZLhyyqLqfn,Search for content,52,removed,All 29 Arcade embeds are being removed; it is the last element on the page and no sentence introduces it.,,
P4,image,search_engine_optimization/work_with_seo.md,18,img/SEO_tags.png,SEO tags,54,done,"Step 3 tells the user to find the SEO section and its ""Enable SEO for this content type"" toggle inside the content type editor, a location deep in a long form that only a screenshot can pin down. RETAKE NOTE: shot at 1600x1300 - the SEO section does not fit a 1600x1000 viewport between the Enable toggle and the Meta tags fields. SEO was enabled on the Folder content type and saved, with <name>-based meta tag patterns.","Content > Content types > Content group > click the edit icon on a content type (for example Folder) > scroll to the SEO section; switch the Enable SEO toggle on and fill the Meta tags Title/Description/Keywords fields with realistic pattern values; crop to the SEO section including the toggle and the Meta tags area; exclude the unrelated field definitions above; 2px #d4d4d4 border, PNG.",
P4,image,search_engine_optimization/work_with_seo.md,46,img/SEO_tab.png,SEO tab in content item details,54,done,"Step 3 says to ""Review the contents of the resolved fields"", and the point of the shot is the visual difference between the pattern and its resolved value, which the prose cannot show.","Enable SEO on a content type and publish a content item of that type with meta tag patterns. Then Content > Content structure > select that content item > click the SEO tab; crop to the SEO tab panel showing the resolved Title, Description, Keywords and Canonical values, with the tab strip visible so the tab position is clear; 2px #d4d4d4 border, PNG.",
P4,image,recommendations/raptor_integration/raptor_recommendation_blocks.md,11,img/recommendation_blocks.png,Recommendation blocks,55,blocked,"The text says the add-on ""introduces a set of recommendation blocks"" available in Page Builder, and only a screenshot shows where those categories appear in the block palette; the Raptor CDP integration add-on is not installed here and Raptor is an external third-party system, so needs the Raptor add-on installed and connected to a Raptor account first.","With the Raptor integration add-on installed and configured, open Content > Content structure > a Page content item > Page Builder > open the block palette and expand the Recommendations: Content / Product / Commerce categories; crop to the block palette panel showing the recommendation block tiles grouped by category; exclude the page canvas; 2px #d4d4d4 border, PNG.",
P4,image,recommendations/raptor_integration/raptor_recommendation_blocks.md,22,img/advanced_settings.png,Advanced settings,55,blocked,"The prose refers to a ""Go to advanced settings in Raptor"" link whose position in the block Properties tab is not described, but the Raptor add-on is absent and Raptor is an external system unreachable from this environment; needs the Raptor add-on installed and a Raptor Control Panel account.","With the Raptor add-on installed, add any recommendation block to a Page in Page Builder and open its configuration Properties tab; crop to the Properties tab showing the required parameter fields and the Go to advanced settings in Raptor link; exclude the rest of the Page Builder chrome; 2px #d4d4d4 border, PNG.",
P4,image,qualifio/qualifio.md,27,img/welcome_page_form.png,Welcome page - form,56,removed,"Numbered steps 3 and 4 already enumerate every element of the form (first and last name, email address, Terms and Conditions, Send request), so the full-page shot only decorates the procedure.",,
P4,image,qualifio/qualifio.md,33,img/welcome_page_activated.png,Welcome page - active account,56,blocked,"The shot exists to show the activated state of the welcome page as opposed to the request form, a visual state words cannot convey, but Ibexa Engage renders a blank page in this environment and Qualifio is an external third-party system; needs a provisioned Qualifio/Engage subscription and an activated account.","With an activated Qualifio account, main menu > Ibexa Engage (Qualifio) > left panel > Ibexa Engage; crop to the welcome page content area showing the campaign tools information and the Manage campaigns in Qualifio button; exclude the browser chrome; 2px #d4d4d4 border, PNG.",
P4,image,qualifio/qualifio.md,37,img/qualifio_manager.png,Qualifio Manager,56,blocked,"Shows the external Qualifio Manager campaign list reached by clicking Manage campaigns in Qualifio; Qualifio is a separate third-party system not reachable from this environment, so needs a provisioned Qualifio account - and note it is third-party UI unaffected by the Cohesivo rebranding, so it is the lowest priority in this set.","Log in to a provisioned Qualifio account (from the back office, Qualifio > Manage campaigns in Qualifio); crop to the Qualifio Manager campaign list with at least 3-4 realistic campaigns visible; exclude browser chrome and any account identifiers; 2px #d4d4d4 border, PNG.",
P4,image,qualifio/qualifio.md,89,img/campaign_block.png,Campaign block,56,blocked,"Text says a campaign is picked ""from a drop-down list"" of the user's Qualifio campaigns and that width/height go ""in the proper fields"", neither of which is locatable without the block configuration shot; the campaign drop-down is populated from the external Qualifio account, so needs a provisioned Qualifio account connected to this instance.","With Qualifio connected, Content > Content structure > a Page > Page Builder > add the Campaign block > open its configuration; open the campaign drop-down so the list of available campaigns is visible and fill in width and height; crop to the block configuration panel with the drop-down expanded, keeping the Page Builder canvas visible behind it; 2px #d4d4d4 border, PNG.",
P4,image,qualifio/qualifio.md,100,img/campaign_custom_tag.png,Campaign custom tag,56,blocked,"The Campaign custom tag dialog inside a Rich Text field (unit selector plus width/height) is not described precisely enough to act on without the shot, but the campaign list comes from the external Qualifio account; needs a provisioned Qualifio account connected to this instance.","With Qualifio connected, edit a content item with a Rich Text field > insert the Campaign custom tag > open its settings; crop to the custom tag settings panel showing the campaign drop-down, unit selector and width/height fields, with the surrounding Rich Text field visible for context; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/customer_portal.md,10,img/cp_dashboard_customer_portal.png,Customer Portal Dashboard,58,blocked,"This page is written for the portal user and the dashboard shot is the only thing that shows the portal's left menu and where the sales representative and order summary sit, but this instance has zero companies and no customer groups and Customers > Clients returns 404; needs >=1 company with >=1 member account and a few orders seeded.","Seed a company with a customer group, a member user and 2-3 orders. Then browse to <yourdomain>/corporate/login, log in as the company member; crop to the whole Customer Portal dashboard including the left navigation, the sales representative card and the order history summary; exclude browser chrome; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/customer_portal.md,26,img/cp_members_portal.png,List of members,58,blocked,"The bullet list says you can change status, change role and edit basic information, but only the shot shows that these are per-row controls in the Members table; zero companies exist, so needs a company with 4-5 members in different roles and statuses seeded.","Seed a company with 4-5 members in mixed roles and statuses. Log in at <yourdomain>/corporate/login and open the Members section; crop to the members table showing the status, role and edit controls on each row; exclude the dashboard header; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/customer_portal.md,33,img/cp_invite_members_portal.png,Invite members,58,blocked,"The drag-and-drop upload area and the per-address role drop-down in the invitation pop-up are visual elements the prose only names, but zero companies exist so the pop-up cannot be reached; needs >=1 company with roles available for assignment.","Seed a company with roles. Log in at <yourdomain>/corporate/login > Members > Invite members; type two email addresses and open the role drop-down for one of them; crop to the pop-up window showing the address list, role drop-down, the drag-and-drop upload area and the Send button, keeping the Members page visible behind it; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/customer_portal.md,40,img/cp_invitations_list_portal.png,List of invitations,58,blocked,"Text promises ""a list of all invitations, registration links and the option to re-send invitations"" and only the shot shows these as columns of the Invitation tab; zero companies exist, so needs a company with 3-4 pending invitations seeded.","Seed a company and send 3-4 invitations. Log in at <yourdomain>/corporate/login > Members > Invitation tab; crop to the invitations table showing the registration link and re-send controls; exclude the dashboard header; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/customer_portal.md,46,img/cp_address_book_portal.png,Address book,58,removed,"The single sentence above it says everything the shot conveys (""If you want to add a new shipping address or change the default one, you can do it in the Address Book section""); it is a decorative ""here is the section"" capture.",,
P4,image,customer_management/build_customer_portal.md,24,img/cp_portal_vs_page.png,Create content tab,59,removed,"The sentence above already states the outcome exactly (""you can see two possibilities: Customer Portal and Customer Portal Page"") and the next paragraph explains the difference, so the content-type picker shot is redundant.",,
P4,image,customer_management/build_customer_portal.md,33,img/cp_folder_for_portals.png,Customer Portal container,59,blocked,"The instruction to ""navigate to the newly added container and create Customer Portal Page"" relies on seeing the container's position in the content tree and its Sub-items view; no Customer Portal content exists in this instance, so needs a Customer Portal root folder configured plus >=1 Customer Portal container with pages.","Configure a Customer Portal root folder (its location_id must be in configuration), create a Customer Portal container inside it with 2-3 Customer Portal Pages. Then Content > Content structure > the root folder; crop to the content tree showing the root folder, the Customer Portal container and its sub-items list; exclude the right-side toolbar; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/build_customer_portal.md,39,img/cp_page_builder.png,Page Builder view,59,blocked,"Text says ""you should see the Customer Portal layout where you can add dedicated Customer Portal block, Sales Representative, or choose from selection of blocks"" - a layout plus palette relationship only a screenshot conveys; no Customer Portal content types are set up here, so needs a Customer Portal container plus a Customer Portal Page created.","Create a Customer Portal Page inside a Customer Portal container and open it in Page Builder; crop to the Page Builder view showing the Customer Portal layout zones on the canvas and the block palette with the Customer Portal and Sales Representative blocks visible; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/build_customer_portal.md,54,img/cp_multiple_pages.png,Multiple pages in one portal,59,blocked,"The claim that members ""can see the changes in the left menu"" is only demonstrable by showing several portal pages listed in that menu, which needs a company member account; this instance has zero companies and no Customer Portal content, so needs >=1 company plus a portal with 3+ pages.","Seed a company with a member and a Customer Portal container holding 3-4 Customer Portal Pages assigned to that company's customer group. Log in at <yourdomain>/corporate/login as the member; crop to the portal's left navigation menu showing the multiple portal pages, with part of the page content visible for context; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/build_customer_portal.md,58,img/cp_page_priority.png,Assigning page priority,59,blocked,"The text points to View > Sub-items for setting priority but does not show that priority is an editable per-row column, which is the non-obvious part; no Customer Portal content exists here, so needs a Customer Portal container with several pages.","Open the Customer Portal container > View tab > Sub-items; crop to the sub-items table showing the editable Priority column for 3-4 Customer Portal Pages and the control used to save the new order; exclude the content tree; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/build_customer_portal.md,67,img/cp_permissions.png,Customer Portal permissions,59,blocked,"The two required policies are named in text, but the shot is needed to show how the SiteAccess and subtree limitations are attached to them; the custom_portal SiteAccess and Customer Portal locations do not exist here, so needs a custom_portal SiteAccess configured and >=1 Customer Portal published.","Admin > Roles > create or open a role > add the user/login policy limited to the custom_portal SiteAccess and the content/read policy limited to the Customer Portal subtree; crop to the role's policy list showing both policies with their limitations spelled out; exclude the Assignments tab content; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/manage_customers.md,14,img/cp_companies_section_back_office.png,Companies section,60,blocked,"The text says you can view, edit or create companies ""by selecting Create button in the top right corner"", and the shot locates that button against the company list; this instance has zero companies and no customer groups, so needs >=1 customer group and 4-5 companies seeded.","Seed 4-5 companies. Then Customers > Companies; crop to the companies list including the column headers, several company rows and the Create button in the top right corner; exclude the left main menu; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/manage_customers.md,26,img/cp_create_company_back_office.png,Create a new company account,60,done,"The required fields are listed in the prose but the shot is what shows they are split across billing address and contact blocks in one long form; the customer group and sales representative drop-downs cannot be populated because no customer groups and no Sales rep user group exist, so needs >=1 customer group plus >=1 user in a Sales rep group. RETAKE NOTE: Shot on the local non-SaaS 6.0 instance (localhost:8000); company creation form filled with a customer group and a sales representative. The Billing address section is a separate anchor section below the fold at 1600x1000 and is not in the crop.","Seed a customer group and a sales representative user. Then Customers > Companies > Create; fill every field with realistic dummy data and open the customer group drop-down; crop to the company creation form showing the name, tax ID, customer group, sales representative and billing address areas; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/manage_customers.md,38,img/cp_company_profile_back_office.png,Company profile in the back office,60,blocked,"The four bullets describe what the profile contains, but only the shot shows they are separate tabs of one company profile screen; zero companies exist, so needs >=1 company with members, invitations, addresses and order history seeded.","Seed a company with 3-4 members, some invitations, 2 shipping addresses and a couple of orders. Then Customers > Companies > select that company; crop to the company profile screen including the tab strip and the summary panel with basic information and order history; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/manage_customers.md,44,img/cp_contact_person_back_office.png,Add Contact Person,60,blocked,"The rule that ""The Contact Person in the company has to be a member of that company"" is expressed in the UI by the picker only offering company members, which needs a shot; zero companies exist, so needs >=1 company with several members seeded.","Seed a company with 3-4 members. Then Customers > Companies > select the company > edit the company profile > Add Contact Person; crop to the Contact Person selection dialog showing the list of company members, keeping the company profile visible behind it; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/manage_customers.md,54,img/cp_admin_company_view.png,Corporate back office,60,blocked,"Text says the Corporate section holds members, billing addresses and technical details such as visibility, IDs and relations, and only the shot shows these as sections of one admin screen; zero companies exist and the corporate admin area has no data, so needs >=1 company with members and billing addresses seeded.","Seed a company with members and 2 billing addresses. Then Admin > Corporate > select the organization; crop to the corporate detail screen showing the members list plus the billing address and technical details panels; exclude the left main menu; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/manage_customers.md,68,img/cp_invitations_back_office.png,Invite members from the back office,60,blocked,"The Invitations tab is reached through a four-step path and the shot is what shows the invitation rows with their registration links and re-send controls; zero companies exist, so needs >=1 company with 3-4 pending invitations seeded.","Seed a company and send 3-4 invitations. Then Customers > Companies > select the company > Invitations tab; crop to the invitations table with the registration link and re-send controls plus the Invite member button; 2px #d4d4d4 border, PNG.",
P4,image,customer_management/manage_customers.md,74,img/cp_invite_members_portal.png,Invite members from the Customer Portal,60,removed,"It reuses the Customer Portal front-end invitation pop-up in a back-office procedure that was just illustrated by cp_invitations_back_office.png, so it is both duplicated and shot in the wrong interface for this page.",,
P4,image,customer_management/manage_customers.md,83,img/cp_register_account_portal.png,Register in Customer Portal,60,removed,This page's reader is the back-office administrator who has finished acting once the invitation is sent; the invitee's registration form is documented on customer_portal.md and the sentence above states all of it.,,
